comparisonId,type,status,mySiteQuestionIds,referenceQuestionIds,questionSimilarity,optionSimilarity,answerMatches,imageMatches,proposedPart,partConfidence,reason,manualReviewRequired
choice-00198,choice,EXACT_MATCH,part_③-58,part_③-58,1.0,1.0,True,True,part_③,high,正規化後コンテンツハッシュが完全一致,False
choice-00199,choice,EXACT_MATCH,part_③-59,part_③-59,1.0,1.0,True,True,part_③,high,正規化後コンテンツハッシュが完全一致,False
choice-00200,choice,EXACT_MATCH,part_③-60,part_③-60,1.0,1.0,True,True,part_③,high,正規化後コンテンツハッシュが完全一致,False
choice-00201,choice,EXACT_MATCH,part_③-61,part_③-61,1.0,1.0,True,True,part_③,high,正規化後コンテンツハッシュが完全一致,False
choice-00202,choice,EXACT_MATCH,part_③-62,part_③-62,1.0,1.0,True,True,part_③,high,正規化後コンテンツハッシュが完全一致,False
choice-00203,choice,EXACT_MATCH,part_③-63,part_③-63,1.0,1.0,True,True,part_③,high,正規化後コンテンツハッシュが完全一致,False
choice-00204,choice,EXACT_MATCH,part_③-64,part_③-64,1.0,1.0,True,True,part_③,high,正規化後コンテンツハッシュが完全一致,False
choice-00205,choice,EXACT_MATCH,part_④-1,part_④-1,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00206,choice,EXACT_MATCH,part_④-2,part_④-2,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00207,choice,EXACT_MATCH,part_④-3,part_④-3,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00208,choice,EXACT_MATCH,part_④-4,part_④-4,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00209,choice,EXACT_MATCH,part_④-5,part_④-5,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00210,choice,EXACT_MATCH,part_④-6,part_④-6,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00211,choice,EXACT_MATCH,part_④-7,part_④-7,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00212,choice,EXACT_MATCH,part_④-8,part_④-8,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00213,choice,EXACT_MATCH,part_④-9,part_④-9,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00214,choice,EXACT_MATCH,part_④-10,part_④-10,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00215,choice,EXACT_MATCH,part_④-11,part_④-11,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00216,choice,EXACT_MATCH,part_④-12,part_④-12,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00217,choice,EXACT_MATCH,part_④-13,part_④-13,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00218,choice,EXACT_MATCH,part_④-14,part_④-14,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00219,choice,EXACT_MATCH,part_④-15,part_④-15,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00220,choice,EXACT_MATCH,part_④-16,part_④-16,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00221,choice,EXACT_MATCH,part_④-17,part_④-17,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00222,choice,EXACT_MATCH,part_④-18,part_④-18,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00223,choice,EXACT_MATCH,part_④-19,part_④-19,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00224,choice,EXACT_MATCH,part_④-20,part_④-20,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00225,choice,EXACT_MATCH,part_④-21,part_④-21,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00226,choice,EXACT_MATCH,part_④-22,part_④-22,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00227,choice,EXACT_MATCH,part_④-23,part_④-23,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00228,choice,EXACT_MATCH,part_④-24,part_④-24,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00229,choice,EXACT_MATCH,part_④-25,part_④-25,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00230,choice,EXACT_MATCH,part_④-26,part_④-26,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00231,choice,EXACT_MATCH,part_④-27,part_④-27,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00232,choice,EXACT_MATCH,part_④-28,part_④-28,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00233,choice,EXACT_MATCH,part_④-29,part_④-29,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00234,choice,EXACT_MATCH,part_④-30,part_④-30,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00235,choice,EXACT_MATCH,part_④-31,part_④-31,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00236,choice,EXACT_MATCH,part_④-32,part_④-32,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00237,choice,EXACT_MATCH,part_④-33,part_④-33,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00238,choice,EXACT_MATCH,part_④-34,part_④-34,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00239,choice,EXACT_MATCH,part_④-35,part_④-35,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00240,choice,EXACT_MATCH,part_④-36,part_④-36,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00241,choice,EXACT_MATCH,part_④-37,part_④-37,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00242,choice,EXACT_MATCH,part_④-38,part_④-38,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00243,choice,EXACT_MATCH,part_④-39,part_④-39,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00244,choice,EXACT_MATCH,part_④-40,part_④-40,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00245,choice,EXACT_MATCH,part_④-41,part_④-41,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00246,choice,EXACT_MATCH,part_④-42,part_④-42,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00247,choice,EXACT_MATCH,part_④-43,part_④-43,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00248,choice,EXACT_MATCH,part_④-44,part_④-44,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00249,choice,EXACT_MATCH,part_④-45,part_④-45,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00250,choice,EXACT_MATCH,part_④-46,part_④-46,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00251,choice,EXACT_MATCH,part_④-47,part_④-47,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00252,choice,EXACT_MATCH,part_④-48,part_④-48,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00253,choice,EXACT_MATCH,part_④-49,part_④-49,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00254,choice,EXACT_MATCH,part_④-50,part_④-50,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00255,choice,EXACT_MATCH,part_④-51,part_④-51,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00256,choice,EXACT_MATCH,part_④-52,part_④-52,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00257,choice,EXACT_MATCH,part_④-53,part_④-53,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00258,choice,EXACT_MATCH,part_④-54,part_④-54,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00259,choice,EXACT_MATCH,part_④-55,part_④-55,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00260,choice,EXACT_MATCH,part_④-56,part_④-56,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00261,choice,EXACT_MATCH,part_④-57,part_④-57,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00262,choice,EXACT_MATCH,part_④-58,part_④-58,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00263,choice,EXACT_MATCH,part_④-59,part_④-59,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00264,choice,EXACT_MATCH,part_④-60,part_④-60,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00265,choice,EXACT_MATCH,part_④-61,part_④-61,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00266,choice,EXACT_MATCH,part_④-62,part_④-62,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00267,choice,EXACT_MATCH,part_④-63,part_④-63,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00268,choice,EXACT_MATCH,part_④-64,part_④-64,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00269,choice,EXACT_MATCH,part_④-65,part_④-65,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00270,choice,EXACT_MATCH,part_④-66,part_④-66,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00271,choice,EXACT_MATCH,part_④-67,part_④-67,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00272,choice,EXACT_MATCH,part_④-68,part_④-68,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00273,choice,EXACT_MATCH,part_④-69,part_④-69,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00274,choice,EXACT_MATCH,part_④-70,part_④-70,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00275,choice,EXACT_MATCH,part_④-71,part_④-71,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00276,choice,EXACT_MATCH,part_④-72,part_④-72,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00277,choice,EXACT_MATCH,part_④-73,part_④-73,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00278,choice,EXACT_MATCH,part_④-74,part_④-74,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00279,choice,EXACT_MATCH,part_④-75,part_④-75,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00280,choice,EXACT_MATCH,part_④-43,part_④-76,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00281,choice,EXACT_MATCH,part_④-77,part_④-77,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00282,choice,EXACT_MATCH,part_④-78,part_④-78,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00283,choice,EXACT_MATCH,part_④-79,part_④-79,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00284,choice,EXACT_MATCH,part_④-80,part_④-80,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00285,choice,EXACT_MATCH,part_④-81,part_④-81,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00286,choice,EXACT_MATCH,part_④-82,part_④-82,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00287,choice,EXACT_MATCH,part_④-83,part_④-83,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00288,choice,EXACT_MATCH,part_④-84,part_④-84,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00289,choice,EXACT_MATCH,part_④-85,part_④-85,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00290,choice,EXACT_MATCH,part_④-86,part_④-86,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00291,choice,EXACT_MATCH,part_④-87,part_④-87,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00292,choice,EXACT_MATCH,part_④-88,part_④-88,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00293,choice,EXACT_MATCH,part_④-89,part_④-89,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00294,choice,EXACT_MATCH,part_④-90,part_④-90,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00295,choice,EXACT_MATCH,part_④-91,part_④-91,1.0,1.0,True,True,part_④,high,正規化後コンテンツハッシュが完全一致,False
choice-00296,choice,EXACT_MATCH,part_⑤-1,part_⑤-1,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00297,choice,EXACT_MATCH,part_⑤-2,part_⑤-2,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00298,choice,EXACT_MATCH,part_⑤-3,part_⑤-3,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00299,choice,EXACT_MATCH,part_⑤-4,part_⑤-4,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00300,choice,EXACT_MATCH,part_⑤-5,part_⑤-5,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00301,choice,EXACT_MATCH,part_⑤-6,part_⑤-6,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00302,choice,EXACT_MATCH,part_⑤-7,part_⑤-7,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00303,choice,EXACT_MATCH,part_⑤-8,part_⑤-8,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00304,choice,EXACT_MATCH,part_⑤-9,part_⑤-9,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00305,choice,ANSWER_CONFLICT,part_⑤-10,part_⑤-10,1.0,1.0,False,True,part_⑤,high,同一ID・同一問題文だが正解が異なる,True
choice-00306,choice,EXACT_MATCH,part_⑤-11,part_⑤-11,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00307,choice,EXACT_MATCH,part_⑤-12,part_⑤-12,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00308,choice,EXACT_MATCH,part_⑤-13,part_⑤-13,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00309,choice,EXACT_MATCH,part_⑤-14,part_⑤-14,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00310,choice,EXACT_MATCH,part_⑤-15,part_⑤-15,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00311,choice,EXACT_MATCH,part_⑤-16,part_⑤-16,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00312,choice,EXACT_MATCH,part_⑤-17,part_⑤-17,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00313,choice,EXACT_MATCH,part_⑤-18,part_⑤-18,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00314,choice,EXACT_MATCH,part_⑤-19,part_⑤-19,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00315,choice,EXACT_MATCH,part_⑤-20,part_⑤-20,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00316,choice,EXACT_MATCH,part_⑤-21,part_⑤-21,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00317,choice,EXACT_MATCH,part_⑤-22,part_⑤-22,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00318,choice,EXACT_MATCH,part_⑤-23,part_⑤-23,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00319,choice,EXACT_MATCH,part_⑤-24,part_⑤-24,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00320,choice,EXACT_MATCH,part_⑤-25,part_⑤-25,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00321,choice,EXACT_MATCH,part_⑤-26,part_⑤-26,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00322,choice,EXACT_MATCH,part_⑤-27,part_⑤-27,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00323,choice,EXACT_MATCH,part_⑤-28,part_⑤-28,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00324,choice,EXACT_MATCH,part_⑤-29,part_⑤-29,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00325,choice,EXACT_MATCH,part_⑤-30,part_⑤-30,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00326,choice,EXACT_MATCH,part_⑤-31,part_⑤-31,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00327,choice,EXACT_MATCH,part_⑤-32,part_⑤-32,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00328,choice,EXACT_MATCH,part_⑤-33,part_⑤-33,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00329,choice,EXACT_MATCH,part_⑤-34,part_⑤-34,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00330,choice,EXACT_MATCH,part_⑤-35,part_⑤-35,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00331,choice,EXACT_MATCH,part_⑤-36,part_⑤-36,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00332,choice,EXACT_MATCH,part_⑤-37,part_⑤-37,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00333,choice,EXACT_MATCH,part_⑤-38,part_⑤-38,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00334,choice,EXACT_MATCH,part_⑤-39,part_⑤-39,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00335,choice,EXACT_MATCH,part_⑤-40,part_⑤-40,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00336,choice,EXACT_MATCH,part_⑤-41,part_⑤-41,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00337,choice,EXACT_MATCH,part_⑤-42,part_⑤-42,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00338,choice,EXACT_MATCH,part_⑤-43,part_⑤-43,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00339,choice,EXACT_MATCH,part_⑤-44,part_⑤-44,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00340,choice,EXACT_MATCH,part_⑤-45,part_⑤-45,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00341,choice,EXACT_MATCH,part_⑤-46,part_⑤-46,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00342,choice,EXACT_MATCH,part_⑤-47,part_⑤-47,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00343,choice,EXACT_MATCH,part_⑤-48,part_⑤-48,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00344,choice,EXACT_MATCH,part_⑤-49,part_⑤-49,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00345,choice,EXACT_MATCH,part_⑤-50,part_⑤-50,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00346,choice,EXACT_MATCH,part_⑤-51,part_⑤-51,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00347,choice,EXACT_MATCH,part_⑤-52,part_⑤-52,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00348,choice,EXACT_MATCH,part_⑤-53,part_⑤-53,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00349,choice,EXACT_MATCH,part_⑤-54,part_⑤-54,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00350,choice,EXACT_MATCH,part_⑤-55,part_⑤-55,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00351,choice,EXACT_MATCH,part_⑤-56,part_⑤-56,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00352,choice,EXACT_MATCH,part_⑤-57,part_⑤-57,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00353,choice,EXACT_MATCH,part_④-74,part_⑤-58,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00354,choice,EXACT_MATCH,part_①-29,part_⑤-59,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00355,choice,EXACT_MATCH,part_⑤-60,part_⑤-60,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00356,choice,EXACT_MATCH,part_⑤-61,part_⑤-61,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00357,choice,EXACT_MATCH,part_⑤-62,part_⑤-62,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00358,choice,EXACT_MATCH,part_③-38,part_⑤-63,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00359,choice,EXACT_MATCH,part_⑤-64,part_⑤-64,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00360,choice,EXACT_MATCH,part_⑤-65,part_⑤-65,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00361,choice,EXACT_MATCH,part_⑤-66,part_⑤-66,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00362,choice,EXACT_MATCH,part_⑤-67,part_⑤-67,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00363,choice,EXACT_MATCH,part_⑤-68,part_⑤-68,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00364,choice,EXACT_MATCH,part_⑤-69,part_⑤-69,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00365,choice,EXACT_MATCH,part_⑤-70,part_⑤-70,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00366,choice,EXACT_MATCH,part_⑤-71,part_⑤-71,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00367,choice,EXACT_MATCH,part_⑤-72,part_⑤-72,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00368,choice,EXACT_MATCH,part_⑤-73,part_⑤-73,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00369,choice,EXACT_MATCH,part_⑤-74,part_⑤-74,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00370,choice,EXACT_MATCH,part_⑤-75,part_⑤-75,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00371,choice,EXACT_MATCH,part_④-42,part_⑤-76,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00372,choice,EXACT_MATCH,part_⑤-77,part_⑤-77,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00373,choice,EXACT_MATCH,part_⑤-78,part_⑤-78,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00374,choice,EXACT_MATCH,part_⑤-79,part_⑤-79,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00375,choice,EXACT_MATCH,part_⑤-80,part_⑤-80,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00376,choice,EXACT_MATCH,part_⑤-81,part_⑤-81,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00377,choice,EXACT_MATCH,part_④-79,part_⑤-82,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00378,choice,EXACT_MATCH,part_⑤-83,part_⑤-83,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00379,choice,EXACT_MATCH,part_⑤-84,part_⑤-84,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00380,choice,EXACT_MATCH,part_⑤-85,part_⑤-85,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00381,choice,EXACT_MATCH,part_⑤-86,part_⑤-86,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00382,choice,EXACT_MATCH,part_⑤-87,part_⑤-87,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00383,choice,EXACT_MATCH,part_⑤-88,part_⑤-88,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00384,choice,EXACT_MATCH,part_⑤-89,part_⑤-89,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00385,choice,EXACT_MATCH,part_⑤-90,part_⑤-90,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00386,choice,EXACT_MATCH,part_⑤-91,part_⑤-91,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
choice-00387,choice,EXACT_MATCH,part_⑤-92,part_⑤-92,1.0,1.0,True,True,part_⑤,high,正規化後コンテンツハッシュが完全一致,False
